,TUCASEID,TULINENO,TEAGE,TESEX
24044,20141009140502,3,3,1
24045,20141009140507,1,42,2
24046,20141009140507,2,58,1
24047,20141009140507,3,9,2
24048,20141009140507,4,6,2
24049,20141009140509,1,76,2
24050,20141009140510,1,66,1
24051,20141009140510,2,67,2
24052,20141009140515,1,33,2
24053,20141009140515,2,13,2
24054,20141009140515,3,9,1
24055,20141009140515,4,4,1
24056,20141009140515,5,2,1
24057,20141009140515,6,1,1
24058,20141009140516,1,68,2
24059,20141009140516,2,64,1
24060,20141009140519,1,48,2
24061,20141009140519,3,72,1
24062,20141009140520,1,61,2
24063,20141009140524,1,66,1
24064,20141009140528,1,68,2
24065,20141009140536,1,37,1
24066,20141009140536,2,66,2
24067,20141009140536,3,73,1
24068,20141009140536,4,43,1
24069,20141009140536,5,40,2
24070,20141009140536,6,6,1
24071,20141009140536,7,2,1
24072,20141009140545,1,20,1
24073,20141009140545,2,26,2
24074,20141009140545,3,0,1
24075,20141009140545,4,7,2
24076,20141009140545,5,6,2
24077,20141009140547,1,57,2
24078,20141009140547,2,56,2
24079,20141009140549,1,80,2
24080,20141009140552,1,49,2
24081,20141009140552,2,18,1
24082,20141009140552,3,13,2
24083,20141009140552,4,49,1
24084,20141009140557,1,62,2
24085,20141009140558,1,49,2
24086,20141009140558,2,54,1
24087,20141009140558,3,10,1
24088,20141009140560,1,76,1
24089,20141009140566,1,80,1
24090,20141009140568,1,45,1
24091,20141009140568,2,39,2
24092,20141009140568,3,15,2
24093,20141009140568,4,12,2
24094,20141009140568,5,10,2
24095,20141009140571,1,51,2
24096,20141009140575,1,77,1
24097,20141009140575,2,72,2
24098,20141009140576,1,56,1
24099,20141009140576,2,13,2
24100,20141009140576,3,41,1
24101,20141009140578,1,42,1
24102,20141009140578,2,39,2
24103,20141009140578,3,9,2
24104,20141009140578,4,4,1
24105,20141009140578,5,2,1
24106,20141009140579,1,48,1
24107,20141009140579,2,46,2
24108,20141009140579,3,18,1
24109,20141009140579,4,13,2
24110,20141009140580,1,44,2
24111,20141009140580,2,46,1
24112,20141009140580,3,12,2
24113,20141009140580,4,11,1
24114,20141009140580,5,16,1
24115,20141009140582,1,37,2
24116,20141009140582,2,8,2
24117,20141009140583,1,80,2
24118,20141009140586,1,76,2
24119,20141009140586,2,79,1
24120,20141009140586,3,60,1
24121,20141009140588,1,31,2
24122,20141009140588,2,34,1
24123,20141009140588,3,14,2
24124,20141009140588,4,10,2
24125,20141009140588,5,6,2
24126,20141009140588,6,4,2
24127,20141009140597,1,65,2
24128,20141009140597,2,30,2
24129,20141009140600,1,52,2
24130,20141009140612,1,45,2
24131,20141009140612,2,46,1
24132,20141009140612,3,9,1
24133,20141009140612,4,8,1
24134,20141009140613,1,46,1
24135,20141009140613,2,45,2
24136,20141009140613,3,21,2
24137,20141009140613,4,20,1
24138,20141009140613,5,1,2
24139,20141009140614,1,43,2
24140,20141009140614,2,47,1
24141,20141009140614,3,14,1
24142,20141009140614,4,10,2
24143,20141009140616,1,28,2
24144,20141009140618,1,34,1
24145,20141009140618,2,34,2
24146,20141009140618,3,7,1
24147,20141009140618,4,5,1
24148,20141009140618,5,1,1
24149,20141009140618,6,64,2
24150,20141009140621,1,80,1
24151,20141009140622,1,53,2
24152,20141009140622,2,42,1
24153,20141009140622,3,5,1
24154,20141009140622,4,4,1
24155,20141009140622,5,7,2
24156,20141009140622,6,20,2
24157,20141009140623,1,17,2
24158,20141009140623,2,58,1
24159,20141009140623,3,54,2
24160,20141009140623,4,15,2
24161,20141009140624,1,50,1
24162,20141009140624,2,50,2
24163,20141009140624,3,18,2
24164,20141009140624,4,16,1
24165,20141009140624,6,14,2
24166,20141009140625,1,68,2
24167,20141009140625,2,69,1
24168,20141009140635,1,80,1
24169,20141009140636,1,32,1
24170,20141009140649,1,15,2
24171,20141009140649,2,43,2
24172,20141009140649,3,49,1
24173,20141009140649,4,10,2
24174,20141009140654,1,80,2
24175,20141009140658,1,52,2
24176,20141009140658,2,58,1
24177,20141009140658,3,16,2
24178,20141009140659,1,33,2
24179,20141009140659,2,24,2
24180,20141009140660,1,80,2
24181,20141009140660,2,72,1
24182,20141009140661,1,41,1
24183,20141009140663,1,55,1
24184,20141009140666,1,71,2
24185,20141009140667,1,41,1
24186,20141009140667,2,41,2
24187,20141009140667,3,9,2
24188,20141009140667,4,7,1
24189,20141009140667,5,5,2
24190,20141009140668,1,51,1
24191,20141009140668,2,14,1
24192,20141009140668,3,34,2
24193,20141009140673,1,34,2
24194,20141009140673,2,28,2
24195,20141009140676,1,57,2
24196,20141009140676,2,52,1
24197,20141009140680,1,49,1
24198,20141009140681,1,41,2
24199,20141009140681,2,41,1
24200,20141009140681,3,13,1
24201,20141009140681,4,10,1
24202,20141009140681,5,6,1
24203,20141009140685,1,30,2
24204,20141009140695,1,41,1
24205,20141009140695,2,42,2
24206,20141009140695,3,16,1
24207,20141009140695,4,11,1
24208,20141009140695,5,8,1
24209,20141009140696,1,49,2
24210,20141009140697,1,54,2
24211,20141009140701,1,63,2
24212,20141009140701,2,65,1
24213,20141009140701,3,80,2
24214,20141009140703,1,34,1
24215,20141009140703,2,34,2
24216,20141009140703,3,6,1
24217,20141009140703,4,4,2
24218,20141009140703,5,2,1
24219,20141009140707,1,65,1
24220,20141009140707,2,31,1
24221,20141009140707,3,55,2
24222,20141009140708,1,71,1
24223,20141009140711,1,33,1
24224,20141009140711,2,35,2
24225,20141009140711,3,3,2
24226,20141009140713,1,64,1
24227,20141009140716,1,65,1
24228,20141009140720,1,35,1
24229,20141009140720,2,35,2
24230,20141009140720,3,5,2
24231,20141009140720,4,3,2
24232,20141009140728,1,62,2
24233,20141009140729,1,54,2
24234,20141009140729,2,53,1
24235,20141009140729,3,21,1
24236,20141009140729,4,23,1
24237,20141009140735,1,28,2
24238,20141009140735,2,29,1
24239,20141009140738,1,53,1
24240,20141009140738,2,52,2
24241,20141009140738,3,19,1
24242,20141009140739,1,55,2
24243,20141009140740,1,72,2
24244,20141009140749,1,62,1
24245,20141009140749,2,54,2
24246,20141009140750,1,42,1
24247,20141009140750,2,44,2
24248,20141009140750,3,6,2
24249,20141009140750,4,4,2
24250,20141009140753,1,23,2
24251,20141009140759,1,37,1
24252,20141009140759,2,7,1
24253,20141009140759,3,5,1
24254,20141009140759,4,3,2
24255,20141009140759,5,28,2
24256,20141009140763,1,36,1
24257,20141009140763,2,37,2
24258,20141009140763,3,15,1
24259,20141009140763,4,8,2
24260,20141009140764,1,67,2
24261,20141009140764,2,69,1
24262,20141009140769,1,33,2
24263,20141009140769,2,31,1
24264,20141009140769,3,3,1
24265,20141009140769,4,0,2
24266,20141009140771,1,30,1
24267,20141009140771,2,30,2
24268,20141009140774,1,31,1
24269,20141009140774,2,36,2
24270,20141009140774,3,0,2
24271,20141009140777,1,50,1
24272,20141009140780,1,65,1
24273,20141009140780,2,64,2
24274,20141009140786,1,44,2
24275,20141009140786,2,47,1
24276,20141009140786,3,16,1
24277,20141009140786,4,13,2
24278,20141009140786,5,9,1
24279,20141009140787,1,45,1
24280,20141009140791,1,53,1
24281,20141009140791,2,55,2
24282,20141009140791,3,26,2
24283,20141009140791,4,0,2
24284,20141009140794,1,85,1
24285,20141009140797,1,67,1
24286,20141009140797,2,47,2
24287,20141009140797,3,7,1
24288,20141009140797,4,7,1
24289,20141009140798,1,55,2
24290,20141009140798,2,56,1
24291,20141009140798,3,21,2
24292,20141009140803,1,36,1
24293,20141009140803,2,38,2
24294,20141009140803,3,8,1
24295,20141009140804,1,24,2
24296,20141009140804,2,52,2
24297,20141009140804,3,54,1
24298,20141009140804,4,27,1
24299,20141009140804,5,24,1
24300,20141009140804,6,24,2
24301,20141009140804,7,0,1
24302,20141009140813,1,50,1
24303,20141009140813,2,54,2
24304,20141009140814,1,31,2
24305,20141009140814,2,31,1
24306,20141009140814,3,12,1
24307,20141009140814,4,11,1
24308,20141009140818,1,66,1
24309,20141009140824,1,49,2
24310,20141009140824,2,24,1
24311,20141009140827,1,45,1
24312,20141009140827,2,46,2
24313,20141009140827,3,19,1
24314,20141009140827,4,22,2
24315,20141009140827,5,5,2
24316,20141009140827,6,3,2
24317,20141009140834,1,28,1
24318,20141009140834,2,28,2
24319,20141009140834,3,26,2
24320,20141009140836,1,85,2
24321,20141009140837,1,41,2
24322,20141009140837,2,40,1
24323,20141009140841,1,50,1
24324,20141009140842,1,46,2
24325,20141009140842,2,69,2
24326,20141009140842,4,39,1
24327,20141009140849,1,85,2
24328,20141009140851,1,47,2
24329,20141009140851,2,26,1
24330,20141009140851,3,18,2
24331,20141009140851,4,48,1
24332,20141009140859,1,64,1
24333,20141009140859,2,53,2
24334,20141009140861,1,41,2
24335,20141009140861,2,42,1
24336,20141009140861,4,12,1
24337,20141009140861,5,9,1
24338,20141009140861,6,4,1
24339,20141009140863,1,20,2
24340,20141009140863,2,52,2
24341,20141009140863,3,24,2
24342,20141009140863,4,15,2
24343,20141009140871,1,59,1
24344,20141009140871,2,60,2
24345,20141009140874,1,41,2
24346,20141009140874,2,45,1
24347,20141009140874,3,19,2
24348,20141009140874,4,16,2
24349,20141009140874,5,12,2
24350,20141009140876,1,57,1
24351,20141009140876,2,63,2
24352,20141009140877,1,25,1
24353,20141009140877,2,61,2
24354,20141009140884,1,47,2
24355,20141009140884,2,54,1
24356,20141009140884,3,18,1
24357,20141009140884,4,15,2
24358,20141009140885,1,50,2
24359,20141009140887,1,31,2
24360,20141009140887,2,35,1
24361,20141009140887,3,9,1
24362,20141009140887,4,9,1
24363,20141009140887,5,5,2
24364,20141009140890,1,46,2
24365,20141009140890,2,48,1
24366,20141009140890,3,11,1
24367,20141009140890,4,8,1
24368,20141009140893,1,20,1
24369,20141009140893,2,50,2
24370,20141009140893,3,28,2
24371,20141009140893,4,4,2
24372,20141009140893,5,30,1
24373,20141009140898,1,52,2
24374,20141009140898,2,55,1
24375,20141009140898,3,11,1
24376,20141009140899,1,40,2
24377,20141009140899,2,37,1
24378,20141009140899,3,8,2
24379,20141009140900,1,58,2
24380,20141009140900,2,57,1
24381,20141009140902,1,37,2
24382,20141009140902,2,10,1
24383,20141009140906,1,26,2
24384,20141009140909,1,48,2
24385,20141009140910,1,56,2
24386,20141009140910,2,59,1
24387,20141009140912,1,69,2
24388,20141009140912,2,85,2
24389,20141009140916,1,74,2
24390,20141009140916,2,76,1
24391,20141009140917,1,72,2
24392,20141009140919,1,45,2
24393,20141009140919,2,14,1
24394,20141009140921,1,36,2
24395,20141009140921,2,38,1
24396,20141009140921,3,18,1
24397,20141009140921,4,14,1
24398,20141009140921,5,11,2
24399,20141009140924,1,27,2
24400,20141009140924,2,7,1
24401,20141009140924,3,0,2
24402,20141009140935,1,57,1
24403,20141009140936,1,38,1
24404,20141009140936,2,12,1
24405,20141009140938,1,64,1
24406,20141009140938,2,63,2
24407,20141009140938,3,29,1
24408,20141009140938,4,3,1
24409,20141009140938,5,6,2
24410,20141009140938,6,22,2
24411,20141009140939,1,53,1
24412,20141009140939,2,55,2
24413,20141009140939,3,17,2
24414,20141009140939,4,50,1
24415,20141009140939,5,49,1
24416,20141009140943,1,43,2
24417,20141009140943,2,47,1
24418,20141009140943,3,13,1
24419,20141009140943,4,9,2
24420,20141009140945,1,78,2
24421,20141009140946,1,35,1
24422,20141009140946,2,32,2
24423,20141009140946,3,0,1
24424,20141009140948,1,18,1
24425,20141009140948,2,38,2
24426,20141009140948,3,41,1
24427,20141009140948,4,20,1
24428,20141009140948,5,60,2
24429,20141009140948,6,64,1
24430,20141009140951,1,62,1
24431,20141009140951,2,58,2
24432,20141009140953,1,25,2
24433,20141009140953,2,25,1
24434,20141009140959,1,71,2
24435,20141009140959,2,72,1
24436,20141009140964,1,72,2
24437,20141009140964,2,41,2
24438,20141009140967,1,65,2
24439,20141009140967,2,43,2
24440,20141009140967,3,11,1
24441,20141009140969,1,80,1
24442,20141009140969,2,80,2
24443,20141009140977,1,38,1
24444,20141009140977,3,4,2
24445,20141009140977,4,3,1
24446,20141009140979,1,37,2
24447,20141009140979,2,41,1
24448,20141009140979,3,9,2
24449,20141009140979,4,7,2
24450,20141009140984,1,54,2
24451,20141009140984,2,34,1
24452,20141009140985,1,52,2
24453,20141009140985,2,52,1
24454,20141009140985,3,29,2
24455,20141009140987,1,55,1
24456,20141009140987,2,54,2
24457,20141009140987,3,18,1
24458,20141009140994,1,22,2
24459,20141009140994,2,5,2
24460,20141009140994,3,1,1
24461,20141009140994,4,0,2
24462,20141009140994,5,33,1
24463,20141009140997,1,61,1
24464,20141009140997,2,53,2
24465,20141009140997,3,21,2
24466,20141009140998,1,75,1
24467,20141009141001,1,44,1
24468,20141009141001,2,67,1
24469,20141009141004,1,52,1
24470,20141009141004,2,56,2
24471,20141009141004,3,85,2
24472,20141009141005,1,17,1
24473,20141009141005,2,41,1
24474,20141009141005,3,35,2
24475,20141009141017,1,17,2
24476,20141009141017,2,47,2
24477,20141009141017,3,51,1
24478,20141009141022,1,39,1
24479,20141009141022,2,39,2
24480,20141009141022,3,13,1
24481,20141009141022,4,9,2
24482,20141009141022,5,6,1
24483,20141009141025,1,85,2
24484,20141009141036,1,17,2
24485,20141009141036,2,52,1
24486,20141009141036,3,42,2
24487,20141009141036,4,16,1
24488,20141009141037,1,20,1
24489,20141009141037,2,47,1
24490,20141009141037,5,13,1
24491,20141009141037,6,4,2
24492,20141009141038,1,80,1
24493,20141009141039,1,62,1
24494,20141009141039,2,67,1
24495,20141009141046,1,46,2
24496,20141009141046,2,46,1
24497,20141009141046,3,14,1
24498,20141009141046,4,11,2
24499,20141009141046,5,9,2
24500,20141009141049,1,71,2
24501,20141009141052,1,46,2
24502,20141009141052,2,46,1
24503,20141009141052,3,18,1
24504,20141009141052,4,15,2
24505,20141009141057,1,32,2
24506,20141009141064,1,65,2
24507,20141009141075,1,59,1
24508,20141009141075,2,75,1
24509,20141009141075,3,53,1
24510,20141009141077,1,60,1
24511,20141009141077,2,58,2
24512,20141009141077,3,14,2
24513,20141009141078,1,60,1
24514,20141009141078,2,56,2
24515,20141009141085,1,40,1
24516,20141009141085,2,39,2
24517,20141009141085,3,45,1
24518,20141009141085,4,5,1
24519,20141009141095,1,52,1
24520,20141009141095,2,42,2
24521,20141009141095,3,11,2
24522,20141009141102,1,34,1
24523,20141009141106,1,55,1
24524,20141009141106,2,53,2
24525,20141009141106,3,17,1
24526,20141009141107,1,72,2
24527,20141009141116,1,37,1
24528,20141009141116,2,36,2
24529,20141009141116,3,10,2
24530,20141009141116,4,7,1
24531,20141009141119,1,54,2
24532,20141009141119,2,57,1
24533,20141009141120,1,72,2
24534,20141009141121,1,43,1
24535,20141009141121,2,42,2
24536,20141009141121,3,18,1
24537,20141009141121,4,12,1
24538,20141009141122,1,29,1
24539,20141009141122,2,29,2
24540,20141009141122,3,0,2
24541,20141009141126,1,45,1
24542,20141009141126,2,43,2
24543,20141009141127,1,30,2
24544,20141009141127,2,54,2
24545,20141009141127,3,80,2
24546,20141009141127,4,28,1
24547,20141009141127,5,19,2
24548,20141009141128,1,30,2
24549,20141009141128,2,33,1
24550,20141009141131,1,52,2
24551,20141009141131,2,64,1
24552,20141009141131,3,39,1
24553,20141009141143,1,28,1
24554,20141009141143,2,27,2
24555,20141009141143,3,10,1
24556,20141009141143,4,8,1
24557,20141009141143,5,7,1
24558,20141009141143,6,4,2
24559,20141009141152,1,37,2
24560,20141009141152,2,11,1
24561,20141009141157,1,42,1
24562,20141009141157,2,10,1
24563,20141009141157,3,4,1
24564,20141009141159,1,30,1
24565,20141009141159,2,4,1
24566,20141009141163,1,74,1
24567,20141009141163,2,29,1
24568,20141009141164,1,48,1
24569,20141009141164,2,48,2
24570,20141009141164,3,26,2
24571,20141009141167,1,45,1
24572,20141009141167,2,49,2
24573,20141009141167,3,10,2
24574,20141009141167,4,9,2
24575,20141009141168,1,62,2
24576,20141009141168,2,60,1
24577,20141009141171,1,51,1
24578,20141009141171,2,14,1
24579,20141009141173,1,70,2
24580,20141009141173,2,67,1
24581,20141009141175,1,51,2
24582,20141009141184,1,47,1
24583,20141009141184,2,47,2
24584,20141009141184,3,15,1
24585,20141009141184,4,12,1
24586,20141009141184,5,12,1
24587,20141009141187,1,79,1
24588,20141009141188,1,39,1
24589,20141009141188,2,36,2
24590,20141009141196,1,77,2
24591,20141009141199,1,56,1
24592,20141009141204,1,53,2
24593,20141009141204,2,52,1
24594,20141009141204,3,16,2
24595,20141009141206,1,36,1
24596,20141009141206,2,33,2
24597,20141009141206,3,2,2
24598,20141009141206,4,1,1
24599,20141009141207,1,31,2
24600,20141009141207,2,32,1
24601,20141009141207,3,11,2
24602,20141009141207,4,6,1
24603,20141009141207,5,6,1
24604,20141009141208,1,23,2
24605,20141009141208,2,22,1
24606,20141009141216,1,34,1
24607,20141009141216,2,33,2
24608,20141009141219,1,54,2
24609,20141009141223,1,37,2
24610,20141009141223,2,20,2
24611,20141009141226,1,54,1
24612,20141009141230,1,22,2
24613,20141009141230,2,24,1
24614,20141009141230,3,23,2
24615,20141009141232,1,54,2
24616,20141009141232,2,52,1
24617,20141009141232,3,24,1
24618,20141009141233,1,28,1
24619,20141009141233,2,29,2
24620,20141009141233,3,2,1
24621,20141009141236,1,68,1
24622,20141009141236,2,68,2
24623,20141009141237,1,80,2
24624,20141009141237,2,80,1
24625,20141009141243,1,54,1
24626,20141009141243,2,39,2
24627,20141009141243,3,11,1
24628,20141009141243,4,8,1
24629,20141009141245,1,38,1
24630,20141009141245,2,45,2
24631,20141009141245,3,16,2
24632,20141009141248,1,57,1
24633,20141009141249,1,67,2
24634,20141009141249,2,66,1
24635,20141009141251,1,32,1
24636,20141009141251,2,28,2
24637,20141009141251,3,7,1
24638,20141009141251,4,4,1
24639,20141009141257,1,37,1
24640,20141009141257,2,35,2
24641,20141009141257,3,10,1
24642,20141009141257,4,5,1
24643,20141009141258,1,38,2
24644,20141009141258,2,40,1
24645,20141009141258,3,14,2
24646,20141009141258,4,9,2
24647,20141009141263,1,72,2
24648,20141009141264,1,29,2
24649,20141009141264,2,40,2
24650,20141009141264,3,41,1
24651,20141009141264,4,6,1
24652,20141009141266,1,59,1
24653,20141009141266,2,17,1
24654,20141009141266,3,16,2
24655,20141009141270,1,19,2
24656,20141009141270,2,51,1
24657,20141009141270,3,35,2
24658,20141009141270,4,22,1
24659,20141009141270,5,10,2
24660,20141009141272,1,58,2
24661,20141009141272,2,70,1
24662,20141009141274,1,80,1
24663,20141009141274,2,70,2
24664,20141009141275,1,61,1
24665,20141009141278,1,44,2
24666,20141009141278,2,38,1
24667,20141009141278,3,14,1
24668,20141009141279,1,75,2
24669,20141009141279,2,80,1
24670,20141009141283,1,80,2
24671,20141009141283,2,85,1
24672,20141009141285,1,48,2
24673,20141009141285,2,45,1
24674,20141009141285,3,8,1
24675,20141009141286,1,62,1
24676,20141009141286,2,11,1
24677,20141009141286,3,61,2
24678,20141009141288,1,58,2
24679,20141009141288,2,61,1
24680,20141009141293,1,51,2
24681,20141009141296,1,59,2
24682,20141009141296,2,60,1
24683,20141009141297,1,31,2
24684,20141009141297,2,29,1
24685,20141009141300,1,62,1
24686,20141009141301,1,15,1
24687,20141009141301,2,47,1
24688,20141009141301,3,44,2
24689,20141009141301,4,19,1
24690,20141009141305,1,31,2
24691,20141009141307,1,29,2
24692,20141009141307,2,31,1
24693,20141009141307,3,12,1
24694,20141009141307,4,7,1
24695,20141009141312,1,43,2
24696,20141009141312,6,49,1
24697,20141009141314,1,49,1
24698,20141009141314,2,51,2
24699,20141009141314,3,22,1
24700,20141009141314,4,13,1
24701,20141009141318,1,37,1
24702,20141009141318,2,38,2
24703,20141009141318,3,8,2
24704,20141009141318,4,5,2
24705,20141009141326,1,31,2
24706,20141009141326,2,31,1
24707,20141009141326,3,3,1
24708,20141009141326,4,1,1
24709,20141009141327,1,48,2
24710,20141009141330,1,39,2
24711,20141009141330,2,9,2
24712,20141009141330,3,7,2
24713,20141009141331,1,45,1
24714,20141009141331,2,45,2
24715,20141009141331,3,6,2
24716,20141009141333,1,68,2
24717,20141009141333,2,74,1
24718,20141009141336,1,24,2
24719,20141009141336,2,74,1
24720,20141009141336,3,69,2
24721,20141009141343,1,46,1
24722,20141009141343,2,46,2
24723,20141009141343,3,17,2
24724,20141009141343,4,14,2
24725,20141009141343,5,3,2
24726,20141009141345,1,57,1
24727,20141009141345,2,56,2
24728,20141009141346,1,50,2
24729,20141009141346,2,66,1
24730,20141009141346,3,30,1
24731,20141009141347,1,34,2
24732,20141009141347,2,33,1
24733,20141009141347,3,3,2
24734,20141009141347,4,1,1
24735,20141009141358,1,42,1
24736,20141009141358,2,38,2
24737,20141009141358,3,0,1
24738,20141009141361,1,48,2
24739,20141009141361,2,19,1
24740,20141009141361,3,16,2
24741,20141009141364,1,19,2
24742,20141009141364,2,49,2
24743,20141009141364,3,54,1
24744,20141009141364,4,15,2
24745,20141009141364,7,14,1
24746,20141009141364,8,12,2
24747,20141009141367,1,43,1
24748,20141009141367,2,15,1
24749,20141009141367,3,10,1
24750,20141009141368,1,34,2
24751,20141009141368,2,16,2
24752,20141009141368,3,19,1
24753,20141009141368,4,14,2
24754,20141009141368,5,3,1
24755,20141009141368,6,9,2
24756,20141009141368,7,38,1
24757,20141009141371,1,42,1
24758,20141009141371,2,41,2
24759,20141009141371,3,13,2
24760,20141009141371,4,10,1
24761,20141009141375,1,52,1
24762,20141009141375,2,50,2
24763,20141009141375,3,1,1
24764,20141009141375,4,1,1
24765,20141009141376,1,73,1
24766,20141009141378,1,55,2
24767,20141009141378,2,63,1
24768,20141009141384,1,45,1
24769,20141009141389,1,31,2
24770,20141009141389,2,5,2
24771,20141009141389,3,56,2
24772,20141009141395,1,58,1
24773,20141009141395,2,55,2
24774,20141009141395,3,17,2
24775,20141009141395,4,14,1
24776,20141009141395,5,14,2
24777,20141009141396,1,52,2
24778,20141009141399,1,74,1
24779,20141009141400,1,59,2
24780,20141009141400,2,62,1
24781,20141009141401,1,51,1
24782,20141009141401,2,47,2
24783,20141009141401,3,10,2
24784,20141009141403,1,44,2
24785,20141009141407,1,33,2
24786,20141009141407,2,31,1
24787,20141009141412,1,66,1
24788,20141009141412,2,60,2
24789,20141009141413,1,21,2
24790,20141009141413,2,25,1
24791,20141009141413,4,30,1
24792,20141009141414,1,80,2
24793,20141009141415,1,34,2
24794,20141009141415,2,34,1
24795,20141009141417,1,32,1
24796,20141009141417,2,30,2
24797,20141009141417,3,4,2
24798,20141009141417,4,1,1
24799,20141009141419,1,16,1
24800,20141009141419,2,33,2
24801,20141009141419,3,14,2
24802,20141009141419,4,11,2
24803,20141009141419,5,7,1
24804,20141009141422,1,65,1
24805,20141009141422,2,52,2
24806,20141009141422,3,24,1
24807,20141009141423,1,44,2
24808,20141009141423,2,45,1
24809,20141009141423,3,19,1
24810,20141009141423,4,15,1
24811,20141009141424,1,72,1
24812,20141009141432,1,29,2
24813,20141009141432,2,34,1
24814,20141009141432,3,3,2
24815,20141009141432,4,0,1
24816,20141009141437,1,71,1
24817,20141009141437,2,70,2
24818,20141009141438,1,27,2
24819,20141009141447,1,51,2
24820,20141009141447,2,20,1
24821,20141009141447,3,15,2
24822,20141009141464,1,22,2
24823,20141009141464,2,47,1
24824,20141009141464,3,50,2
24825,20141009141464,4,26,2
24826,20141009141464,5,11,1
24827,20141009141464,6,68,2
24828,20141009141464,7,1,1
24829,20141009141465,1,77,2
24830,20141009141465,2,56,2
24831,20141009141465,3,48,2
24832,20141009141475,1,50,1
24833,20141009141475,2,49,2
24834,20141009141475,3,23,1
24835,20141009141475,4,21,1
24836,20141009141475,5,17,1
24837,20141009141477,1,63,1
24838,20141009141478,1,58,2
24839,20141009141478,2,64,1
24840,20141009141478,4,11,2
24841,20141009141482,1,50,1
24842,20141009141482,2,52,2
24843,20141009141484,1,63,2
24844,20141009141484,3,2,2
24845,20141009141486,1,64,2
24846,20141009141487,1,64,1
24847,20141009141487,2,65,2
24848,20141009141487,3,8,2
24849,20141009141490,1,60,1
24850,20141009141490,2,60,2
24851,20141009141491,1,80,2
24852,20141009141493,1,18,1
24853,20141009141493,2,47,1
24854,20141009141493,3,15,1
24855,20141009141500,1,58,1
24856,20141009141500,2,57,2
24857,20141009141500,3,20,1
24858,20141009141502,1,39,2
24859,20141009141502,2,50,1
24860,20141009141502,3,13,2
24861,20141009141502,4,10,2
24862,20141009141510,1,76,1
24863,20141009141510,2,72,2
24864,20141009141512,1,20,2
24865,20141009141512,3,21,1
24866,20141009141524,1,29,1
24867,20141009141524,2,25,2
24868,20141009141524,3,7,1
24869,20141009141530,1,56,2
24870,20141009141530,2,35,2
24871,20141009141532,1,85,1
24872,20141009141538,1,48,1
24873,20141009141538,2,48,2
24874,20141009141538,3,19,2
24875,20141009141538,4,16,1
24876,20141009141543,1,43,2
24877,20141009141543,2,13,1
24878,20141009141543,3,9,2
24879,20141009141547,1,16,2
24880,20141009141547,2,24,2
24881,20141009141547,3,47,1
24882,20141009141547,4,45,2
24883,20141009141547,6,5,1
24884,20141009141547,7,5,1
24885,20141009141548,1,55,1
24886,20141009141548,2,42,2
24887,20141009141548,3,6,1
24888,20141009141549,1,36,1
24889,20141009141549,2,7,1
24890,20141009141549,3,5,1
24891,20141009141549,4,31,2
24892,20141009141549,5,14,1
24893,20141009141549,6,10,2
24894,20141009141550,1,80,1
24895,20141009141550,2,79,2
24896,20141009141552,1,42,1
24897,20141009141552,2,38,2
24898,20141009141552,3,20,2
24899,20141009141552,4,14,2
24900,20141009141554,1,28,1
24901,20141009141554,2,28,2
24902,20141009141554,3,4,2
24903,20141009141560,1,56,2
24904,20141009141560,2,25,1
24905,20141009141560,3,21,2
24906,20141009141560,4,3,2
24907,20141009141560,5,46,1
24908,20141009141567,1,61,2
24909,20141009141569,1,73,2
24910,20141009141570,1,53,2
24911,20141009141572,1,54,2
24912,20141009141572,2,59,1
24913,20141009141572,3,16,2
24914,20141009141572,4,13,2
24915,20141009141574,1,38,2
24916,20141009141574,2,42,1
24917,20141009141574,3,16,1
24918,20141009141588,1,33,2
24919,20141009141588,2,35,1
24920,20141009141588,3,10,2
24921,20141009141588,4,7,1
24922,20141009141588,5,5,2
24923,20141009141588,6,2,1
24924,20141009141590,1,44,1
24925,20141009141590,2,41,2
24926,20141009141590,3,11,2
24927,20141009141590,4,5,2
24928,20141009141595,1,47,2
24929,20141009141595,2,53,1
24930,20141009141595,3,17,2
24931,20141009141596,1,60,2
24932,20141009141598,1,36,2
24933,20141009141598,2,38,1
24934,20141009141598,3,7,1
24935,20141009141598,4,1,1
24936,20141009141599,1,45,2
24937,20141009141599,2,47,1
24938,20141009141599,5,8,1
24939,20141009141602,1,68,2
24940,20141009141602,2,77,1
24941,20141009141603,1,54,2
24942,20141009141603,2,67,1
24943,20141009141603,3,16,1
24944,20141009141603,4,14,1
24945,20141009141604,1,56,1
24946,20141009141606,1,37,1
24947,20141009141606,2,35,2
24948,20141009141606,3,6,2
24949,20141009141606,4,2,2
24950,20141009141610,1,65,1
24951,20141009141613,1,75,2
24952,20141009141613,2,71,1
24953,20141009141618,1,34,1
24954,20141009141618,2,38,2
24955,20141009141618,3,19,1
24956,20141009141618,4,17,1
24957,20141009141622,1,23,1
24958,20141009141622,2,48,1
24959,20141009141622,3,50,2
24960,20141009141622,4,25,1
24961,20141009141624,1,77,1
24962,20141009141629,1,67,1
24963,20141009141629,2,67,2
24964,20141009141630,1,59,2
24965,20141009141634,1,73,2
24966,20141009141635,1,42,1
24967,20141009141635,2,36,2
24968,20141009141635,3,12,2
24969,20141009141635,4,9,1
24970,20141009141635,5,69,2
24971,20141009141635,6,72,1
24972,20141009141644,1,80,1
24973,20141009141644,2,80,2
24974,20141009141646,1,49,2
